Number,Name,Type,Total,Hp,Attack,Defense,Sp_atk,Sp_def,Speed,Generation,Legendary,Mythical,Kanto?,Johto?,Kalos?,Galar?,Alola (US/UM)?,Alola (S/M)?,Unova (B2/W2)?,Hoenn?,Sinnoh?,Paldea?,Galar (TCT)?,Unova (B/W)?,Abilities,Tier,Next Evolution(s),Moves
680,Doublade,"Steel, Ghost",448,59,110,150,45,49,35,6,No,No,,,True,True,,,,,,,,,['No Guard'],RU,['Aegislash'],"['Tackle', 'Swords Dance', 'Fury Cutter', 'Fury Cutter', 'Metal Sound', 'Pursuit', 'Autotomize', 'Shadow Sneak', 'Aerial Ace', 'Retaliate', 'Slash', 'Iron Defense', 'Night Slash', 'Power Trick', 'Iron Head', 'Sacred Sword', 'Destiny Bond', 'Metal Sound', 'Shadow Sneak', 'Wide Guard', 'After You', 'Iron Defense', 'Iron Head', 'Magnet Rise', 'Shock Wave', 'Snore', 'Spite', 'Toxic', 'Hidden Power', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Brick Break', 'Double Team', 'Reflect', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'False Swipe', 'Brutal Swing', 'Shadow Claw', 'Retaliate', 'Gyro Ball', 'Swords Dance', 'Rock Slide', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Secret Power', 'Rock Smash', 'Confide', 'Cut', 'Rock Smash']"
681,Aegislash-Shield,"Steel, Ghost",500,60,50,140,50,140,60,6,No,No,,,,,,,,,,,,,,,,
681,Aegislash-Blade,"Steel, Ghost",500,60,140,50,140,50,60,6,No,No,,,,,,,,,,,,,,,,
682,Spritzee,Fairy,341,78,52,60,63,65,23,6,No,No,,,True,True,,,,,,,,,"['Aroma Veil', 'Healer']",LC,['Aromatisse'],"['Sweet Scent', 'Fairy Wind', 'Sweet Kiss', 'Odor Sleuth', 'Echoed Voice', 'Calm Mind', 'Draining Kiss', 'Aromatherapy', 'Attract', 'Moonblast', 'Charm', 'Flail', 'Misty Terrain', 'Skill Swap', 'Psychic', 'Disarming Voice', 'Captivate', 'Disable', 'Nasty Plot', 'Refresh', 'Wish', 'After You', 'Covet', 'Endeavor', 'Heal Bell', 'Helping Hand', 'Magic Coat', 'Skill Swap', 'Snore', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Return', 'Psychic', 'Double Team', 'Reflect', 'Torment', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Energy Ball', 'Charge Beam', 'Flash', 'Gyro Ball', 'Psych Up', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Trick Room', 'Secret Power', 'Dazzling Gleam', 'Confide']"
683,Aromatisse,Fairy,462,101,72,72,99,89,29,6,No,No,,,True,True,,,,,,,,,"['Aroma Veil', 'Healer']",NU,[],"['Aromatic Mist', 'Heal Pulse', 'Sweet Scent', 'Fairy Wind', 'Sweet Kiss', 'Odor Sleuth', 'Sweet Kiss', 'Odor Sleuth', 'Echoed Voice', 'Calm Mind', 'Draining Kiss', 'Aromatherapy', 'Attract', 'Moonblast', 'Charm', 'Flail', 'Misty Terrain', 'Skill Swap', 'Psychic', 'Disarming Voice', 'Reflect', 'Psych Up', 'Captivate', 'Disable', 'Nasty Plot', 'Refresh', 'Wish', 'After You', 'Covet', 'Drain Punch', 'Endeavor', 'Heal Bell', 'Helping Hand', 'Magic Coat', 'Skill Swap', 'Snore', 'Psyshock', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Double Team', 'Reflect', 'Torment', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Energy Ball', 'Charge Beam', 'Giga Impact', 'Flash', 'Gyro Ball', 'Psych Up', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Trick Room', 'Secret Power', 'Dazzling Gleam', 'Confide']"
684,Swirlix,Fairy,341,62,48,66,59,57,49,6,No,No,,,True,True,,,,,,,,,"['Sweet Veil', 'Unburden']",,['Slurpuff'],"['Sweet Scent', 'Tackle', 'Fairy Wind', 'Play Nice', 'Fake Tears', 'Round', 'Cotton Spore', 'Endeavor', 'Aromatherapy', 'Draining Kiss', 'Energy Ball', 'Cotton Guard', 'Wish', 'Play Rough', 'Light Screen', 'Safeguard', 'After You', 'Belly Drum', 'Copycat', 'Sticky Web', 'Yawn', 'After You', 'Covet', 'Endeavor', 'Gastro Acid', 'Heal Bell', 'Helping Hand', 'Magic Coat', 'Snore', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Thunderbolt', 'Return', 'Psychic', 'Double Team', 'Flamethrower', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Energy Ball', 'Flash', 'Psych Up', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Dazzling Gleam', 'Confide', 'Surf']"
685,Slurpuff,Fairy,480,82,80,86,85,75,72,6,No,No,,,True,True,,,,,,,,,"['Sweet Veil', 'Unburden']",NUBL,[],"['Sweet Scent', 'Tackle', 'Fairy Wind', 'Play Nice', 'Fairy Wind', 'Play Nice', 'Fake Tears', 'Round', 'Cotton Spore', 'Endeavor', 'Aromatherapy', 'Draining Kiss', 'Energy Ball', 'Cotton Guard', 'Wish', 'Play Rough', 'Light Screen', 'Safeguard', 'After You', 'Belly Drum', 'Copycat', 'Sticky Web', 'Yawn', 'After You', 'Covet', 'Drain Punch', 'Endeavor', 'Gastro Acid', 'Heal Bell', 'Helping Hand', 'Magic Coat', 'Snore', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Thunderbolt', 'Return', 'Psychic', 'Double Team', 'Flamethrower', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Energy Ball', 'Giga Impact', 'Flash', 'Psych Up', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Dazzling Gleam', 'Confide', 'Surf']"
686,Inkay,"Dark, Psychic",288,53,54,53,37,46,45,6,No,No,,,True,True,True,,,,,,,,"['Contrary', 'Infiltrator', 'Suction Cups']",LC,['Malamar'],"['Tackle', 'Peck', 'Constrict', 'Reflect', 'Foul Play', 'Swagger', 'Psywave', ""Topsy'Turvy"", 'Hypnosis', 'Psybeam', 'Switcheroo', 'Payback', 'Light Screen', 'Pluck', 'Psycho Cut', 'Slash', 'Night Slash', 'Superpower', 'Camouflage', 'Destiny Bond', 'Flatter', 'Guard Swap', 'Power Split', 'Simple Beam', 'Bind', 'Foul Play', 'Knock Off', 'Role Play', 'Snatch', 'Snore', 'Spite', 'Superpower', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Return', 'Psychic', 'Double Team', 'Reflect', 'Flamethrower', 'Aerial Ace', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Fling', 'Embargo', 'Payback', 'Retaliate', 'Flash', 'Psych Up', 'Rock Slide', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Dark Pulse', 'Confide', 'Cut']"
687,Malamar,"Dark, Psychic",482,86,92,88,68,75,73,6,No,No,,,True,True,True,,,,,,,,"['Contrary', 'Infiltrator', 'Suction Cups']",NU,[],"['Reversal', 'Tackle', 'Peck', 'Constrict', 'Superpower', 'Reversal', 'Tackle', 'Peck', 'Constrict', 'Reflect', 'Reflect', 'Foul Play', 'Swagger', 'Psywave', ""Topsy'Turvy"", 'Hypnosis', 'Psybeam', 'Switcheroo', 'Payback', 'Light Screen', 'Pluck', 'Psycho Cut', 'Slash', 'Night Slash', 'Superpower', 'Camouflage', 'Destiny Bond', 'Flatter', 'Guard Swap', 'Power Split', 'Simple Beam', 'Bind', 'Block', 'Foul Play', 'Knock Off', 'Role Play', 'Signal Beam', 'Snatch', 'Snore', 'Spite', 'Superpower', 'Psyshock', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Return', 'Psychic', 'Double Team', 'Reflect', 'Flamethrower', 'Aerial Ace', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Fling', 'Brutal Swing', 'Embargo', 'Payback', 'Retaliate', 'Giga Impact', 'Flash', 'Psych Up', 'Rock Slide', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Dark Pulse', 'Confide', 'Cut']"
688,Binacle,"Rock, Water",306,42,52,67,39,56,50,6,No,No,,,True,True,,,,,,,,,"['Pickpocket', 'Sniper', 'Tough Claws']",LC,['Barbaracle'],"['Shell Smash', 'Scratch', 'Sand Attack', 'Water Gun', 'Withdraw', 'Fury Swipes', 'Slash', ""Mud'Slap"", 'Clamp', 'Rock Polish', 'Ancient Power', 'Hone Claws', 'Fury Cutter', 'Night Slash', 'Razor Shell', 'Cross Chop', 'Helping Hand', 'Switcheroo', 'Tickle', 'Water Sport', 'Dual Chop', 'Endeavor', 'Helping Hand', 'Icy Wind', 'Iron Defense', 'Snore', 'Stealth Rock', 'Water Pulse', 'Hone Claws', 'Toxic', 'Hidden Power', 'Taunt', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Smack Down', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Sludge Wave', 'Sludge Bomb', 'Sandstorm', 'Rock Tomb', 'Aerial Ace', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'False Swipe', 'Scald', 'Fling', 'Embargo', 'Shadow Claw', 'Payback', 'Rock Polish', 'Stone Edge', 'Swords Dance', 'Bulldoze', 'Rock Slide', ""X'Scissor"", 'Infestation', 'Poison Jab', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', 'Nature Power', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Rock Smash']"
689,Barbaracle,"Rock, Water",500,72,105,115,54,86,68,6,No,No,,,True,True,,,,,,,,,"['Pickpocket', 'Sniper', 'Tough Claws']",NUBL,[],"['Skull Bash', 'Stone Edge', 'Skull Bash', 'Shell Smash', 'Scratch', 'Sand Attack', 'Water Gun', 'Water Gun', 'Withdraw', 'Fury Swipes', 'Slash', ""Mud'Slap"", 'Clamp', 'Rock Polish', 'Ancient Power', 'Hone Claws', 'Fury Cutter', 'Night Slash', 'Razor Shell', 'Cross Chop', 'Stone Edge', 'Skull Bash', 'Helping Hand', 'Switcheroo', 'Tickle', 'Water Sport', 'Dual Chop', 'Earth Power', 'Endeavor', 'Helping Hand', 'Icy Wind', 'Iron Defense', 'Low Kick', 'Snore', 'Stealth Rock', 'Superpower', 'Water Pulse', 'Hone Claws', 'Dragon Claw', 'Toxic', 'Bulk Up', 'Hidden Power', 'Taunt', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Smack Down', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Sludge Wave', 'Sludge Bomb', 'Sandstorm', 'Rock Tomb', 'Aerial Ace', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Focus Blast', 'False Swipe', 'Scald', 'Fling', 'Brutal Swing', 'Embargo', 'Shadow Claw', 'Payback', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Swords Dance', 'Bulldoze', 'Rock Slide', ""X'Scissor"", 'Infestation', 'Poison Jab', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', 'Nature Power', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Rock Smash']"
690,Skrelp,"Poison, Water",320,50,60,60,60,60,30,6,No,No,,,True,,True,,,,,True,,,"['Adaptability', 'Poison Point', 'Poison Touch']",LC,['Dragalge'],"['Tackle', 'Smokescreen', 'Water Gun', 'Feint Attack', 'Tail Whip', 'Bubble', 'Acid', 'Camouflage', 'Poison Tail', 'Water Pulse', 'Double Team', 'Toxic', 'Aqua Tail', 'Sludge Bomb', 'Hydro Pump', 'Dragon Pulse', 'Acid Armor', 'Haze', 'Play Rough', 'Toxic Spikes', 'Venom Drench', 'Aqua Tail', 'Bounce', 'Dragon Pulse', 'Gunk Shot', 'Icy Wind', 'Iron Tail', 'Outrage', 'Shock Wave', 'Snore', 'Water Pulse', 'Toxic', 'Hail', 'Venoshock', 'Hidden Power', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Return', 'Shadow Ball', 'Double Team', 'Sludge Wave', 'Sludge Bomb', 'Facade', 'Rest', 'Attract', 'Round', 'Scald', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Confide', 'Surf', 'Waterfall', 'Dive']"
691,Dragalge,"Poison, Dragon",494,65,75,90,97,123,44,6,No,No,,,True,,True,,,,,True,,,"['Adaptability', 'Poison Point', 'Poison Touch']",RU,[],"['Twister', 'Twister', 'Dragon Tail', 'Twister', 'Tackle', 'Smokescreen', 'Water Gun', 'Feint Attack', 'Feint Attack', 'Tail Whip', 'Bubble', 'Acid', 'Camouflage', 'Poison Tail', 'Water Pulse', 'Double Team', 'Toxic', 'Aqua Tail', 'Sludge Bomb', 'Hydro Pump', 'Dragon Pulse', 'Dragon Tail', 'Twister', 'Acid Armor', 'Haze', 'Play Rough', 'Toxic Spikes', 'Venom Drench', 'Aqua Tail', 'Bounce', 'Draco Meteor', 'Dragon Pulse', 'Gunk Shot', 'Icy Wind', 'Iron Tail', 'Outrage', 'Shock Wave', 'Snore', 'Water Pulse', 'Toxic', 'Hail', 'Venoshock', 'Hidden Power', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Shadow Ball', 'Double Team', 'Sludge Wave', 'Sludge Bomb', 'Facade', 'Rest', 'Attract', 'Round', 'Focus Blast', 'Scald', 'Giga Impact', 'Dragon Tail', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Confide', 'Surf', 'Waterfall', 'Dive']"
692,Clauncher,Water,330,50,53,62,58,63,44,6,No,No,,,True,,True,,,,,True,,,['Mega Launcher'],LC,['Clawitzer'],"['Splash', 'Water Gun', 'Water Sport', 'Vice Grip', 'Bubble', 'Flail', 'Bubble Beam', 'Swords Dance', 'Crabhammer', 'Water Pulse', 'Smack Down', 'Aqua Jet', 'Muddy Water', 'Aqua Jet', 'Crabhammer', 'Endure', 'Entrainment', 'Helping Hand', 'Aqua Tail', 'Bounce', 'Dragon Pulse', 'Helping Hand', 'Icy Wind', 'Iron Tail', 'Snore', 'Water Pulse', 'Toxic', 'Venoshock', 'Hidden Power', 'Ice Beam', 'Protect', 'Rain Dance', 'Frustration', 'Smack Down', 'Return', 'Double Team', 'Sludge Wave', 'Sludge Bomb', 'Facade', 'Rest', 'Attract', 'Round', 'Scald', 'Swords Dance', 'Rock Slide', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Flash Cannon', 'Surf', 'Waterfall', 'Secret Power', 'Confide', 'Cut', 'Surf', 'Waterfall', 'Dive']"
693,Clawitzer,Water,500,71,73,88,120,89,59,6,No,No,,,True,,True,,,,,True,,,['Mega Launcher'],NU,[],"['Heal Pulse', 'Aura Sphere', 'Aura Sphere', 'Dark Pulse', 'Dragon Pulse', 'Heal Pulse', 'Aura Sphere', 'Splash', 'Water Gun', 'Water Sport', 'Vice Grip', 'Water Sport', 'Vice Grip', 'Bubble', 'Flail', 'Bubble Beam', 'Swords Dance', 'Crabhammer', 'Water Pulse', 'Smack Down', 'Aqua Jet', 'Muddy Water', 'Dark Pulse', 'Dragon Pulse', 'Aura Sphere', 'Aqua Jet', 'Crabhammer', 'Endure', 'Entrainment', 'Helping Hand', 'Aqua Tail', 'Bounce', 'Dragon Pulse', 'Helping Hand', 'Icy Wind', 'Iron Tail', 'Snore', 'Water Pulse', 'Toxic', 'Venoshock', 'Hidden Power', 'Ice Beam', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Smack Down', 'Return', 'Shadow Ball', 'Double Team', 'Sludge Wave', 'Sludge Bomb', 'Facade', 'Rest', 'Attract', 'Round', 'Focus Blast', 'Scald', 'Giga Impact', 'Swords Dance', 'Rock Slide', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Flash Cannon', 'Surf', 'Secret Power', 'Dark Pulse', 'Waterfall', 'Confide', 'Cut', 'Surf', 'Waterfall', 'Dive']"
694,Helioptile,"Electric, Normal",289,44,38,33,61,43,70,6,No,No,,,True,True,,,,,,,,,"['Dry Skin', 'Sand Veil', 'Solar Power']",LC,['Heliolisk'],"['Pound', 'Tail Whip', 'Thunder Shock', 'Charge', ""Mud'Slap"", 'Quick Attack', 'Razor Wind', 'Parabolic Charge', 'Thunder Wave', 'Bulldoze', 'Volt Switch', 'Electrify', 'Thunderbolt', 'Agility', 'Camouflage', 'Electric Terrain', 'Glare', 'Electroweb', 'Iron Tail', 'Magnet Rise', 'Shock Wave', 'Signal Beam', 'Snore', 'Toxic', 'Hidden Power', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Dig', 'Double Team', 'Sandstorm', 'Rock Tomb', 'Facade', 'Rest', 'Attract', 'Low Sweep', 'Round', 'Charge Beam', 'Flash', 'Volt Switch', 'Thunder Wave', 'Psych Up', 'Bulldoze', 'Rock Slide', 'Dragon Tail', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Wild Charge', 'Surf', 'Secret Power', 'Dark Pulse', 'Confide', 'Cut', 'Surf']"
695,Heliolisk,"Electric, Normal",481,62,55,52,109,94,109,6,No,No,,,True,True,,,,,,,,,"['Dry Skin', 'Sand Veil', 'Solar Power']",NU,[],"['Eerie Impulse', 'Electrify', 'Razor Wind', 'Quick Attack', 'Thunder', 'Charge', 'Parabolic Charge', 'Pound', 'Tail Whip', 'Thunder Shock', ""Mud'Slap"", 'Thunder Wave', 'Bulldoze', 'Volt Switch', 'Thunderbolt', 'Agility', 'Camouflage', 'Electric Terrain', 'Glare', 'Dragon Pulse', 'Electroweb', 'Fire Punch', 'Hyper Voice', 'Iron Tail', 'Low Kick', 'Magnet Rise', 'Shock Wave', 'Signal Beam', 'Snore', 'Thunder Punch', 'Toxic', 'Hidden Power', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Dig', 'Double Team', 'Sandstorm', 'Rock Tomb', 'Facade', 'Rest', 'Attract', 'Low Sweep', 'Round', 'Focus Blast', 'Charge Beam', 'Brutal Swing', 'Giga Impact', 'Flash', 'Volt Switch', 'Thunder Wave', 'Psych Up', 'Bulldoze', 'Rock Slide', 'Dragon Tail', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Wild Charge', 'Surf', 'Secret Power', 'Dark Pulse', 'Confide', 'Cut', 'Surf']"
696,Tyrunt,"Rock, Dragon",362,58,89,77,45,45,48,6,No,No,,,True,,True,,,,,,True,,"['Strong Jaw', 'Sturdy']",LC,['Tyrantrum'],"['Tail Whip', 'Tackle', 'Roar', 'Stomp', 'Bide', 'Stealth Rock', 'Bite', 'Charm', 'Ancient Power', 'Dragon Tail', 'Crunch', 'Dragon Claw', 'Thrash', 'Earthquake', 'Horn Drill', 'Curse', 'Dragon Dance', 'Fire Fang', 'Ice Fang', 'Poison Fang', 'Rock Polish', 'Thunder Fang', 'Block', 'Draco Meteor', 'Dragon Pulse', 'Earth Power', 'Hyper Voice', 'Iron Defense', 'Iron Head', 'Iron Tail', 'Outrage', 'Snore', 'Stealth Rock', 'Superpower', 'Zen Headbutt', 'Hone Claws', 'Dragon Claw', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Protect', 'Frustration', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Sandstorm', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Round', 'Rock Polish', 'Stone Edge', 'Bulldoze', 'Rock Slide', 'Dragon Tail', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', 'Dark Pulse', 'Confide', 'Strength', 'Rock Smash']"
697,Tyrantrum,"Rock, Dragon",521,82,121,119,69,59,71,6,No,No,,,True,,True,,,,,,True,,"['Rock Head', 'Strong Jaw']",RU,[],"['Head Smash', 'Tail Whip', 'Rock Slide', 'Rock Slide', 'Head Smash', 'Tail Whip', 'Tackle', 'Roar', 'Tackle', 'Stomp', 'Roar', 'Stomp', 'Bide', 'Stealth Rock', 'Bite', 'Charm', 'Ancient Power', 'Dragon Tail', 'Crunch', 'Dragon Claw', 'Thrash', 'Earthquake', 'Horn Drill', 'Head Smash', 'Rock Slide', 'Giga Impact', 'Curse', 'Dragon Dance', 'Fire Fang', 'Ice Fang', 'Poison Fang', 'Rock Polish', 'Thunder Fang', 'Block', 'Draco Meteor', 'Dragon Pulse', 'Earth Power', 'Hyper Voice', 'Iron Defense', 'Iron Head', 'Iron Tail', 'Outrage', 'Snore', 'Stealth Rock', 'Superpower', 'Zen Headbutt', 'Hone Claws', 'Dragon Claw', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Protect', 'Frustration', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Sandstorm', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Round', 'Brutal Swing', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Bulldoze', 'Rock Slide', 'Dragon Tail', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', 'Dark Pulse', 'Confide', 'Strength', 'Rock Smash']"
698,Amaura,"Rock, Ice",362,77,59,50,67,63,46,6,No,No,,,True,,True,,,,,,True,,"['Refrigerate', 'Snow Warning']",LC,['Aurorus'],"['Growl', 'Powder Snow', 'Thunder Wave', 'Rock Throw', 'Icy Wind', 'Take Down', 'Mist', 'Aurora Beam', 'Ancient Power', 'Round', 'Avalanche', 'Hail', 'Nature Power', 'Encore', 'Light Screen', 'Ice Beam', 'Hyper Beam', 'Blizzard', 'Barrier', 'Discharge', 'Haze', 'Magnet Rise', 'Mirror Coat', 'Aqua Tail', 'Earth Power', 'Hyper Voice', 'Icy Wind', 'Iron Defense', 'Iron Head', 'Iron Tail', 'Magnet Rise', 'Outrage', 'Snore', 'Stealth Rock', 'Water Pulse', 'Zen Headbutt', 'Calm Mind', 'Roar', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Thunderbolt', 'Return', 'Double Team', 'Reflect', 'Sandstorm', 'Rock Tomb', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Charge Beam', 'Rock Polish', 'Flash', 'Stone Edge', 'Thunder Wave', 'Psych Up', 'Bulldoze', 'Frost Breath', 'Rock Slide', 'Dragon Tail', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Secret Power', 'Rock Smash', 'Nature Power', 'Dark Pulse', 'Confide', 'Rock Smash']"
699,Aurorus,"Rock, Ice",521,123,77,72,99,92,58,6,No,No,,,True,,True,,,,,,True,,"['Refrigerate', 'Snow Warning']",PU,[],"[""Freeze'Dry"", ""Freeze'Dry"", 'Growl', 'Powder Snow', 'Thunder Wave', 'Growl', 'Powder Snow', 'Rock Throw', 'Powder Snow', 'Thunder Wave', 'Rock Throw', 'Icy Wind', 'Take Down', 'Mist', 'Aurora Beam', 'Ancient Power', 'Round', 'Avalanche', 'Hail', 'Nature Power', 'Encore', 'Light Screen', 'Ice Beam', 'Hyper Beam', 'Blizzard', ""Freeze'Dry"", 'Barrier', 'Discharge', 'Haze', 'Magnet Rise', 'Mirror Coat', 'Aqua Tail', 'Earth Power', 'Hyper Voice', 'Icy Wind', 'Iron Defense', 'Iron Head', 'Iron Tail', 'Magnet Rise', 'Outrage', 'Snore', 'Stealth Rock', 'Water Pulse', 'Zen Headbutt', 'Calm Mind', 'Roar', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Psychic', 'Double Team', 'Reflect', 'Sandstorm', 'Rock Tomb', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Charge Beam', 'Giga Impact', 'Rock Polish', 'Flash', 'Stone Edge', 'Thunder Wave', 'Psych Up', 'Bulldoze', 'Frost Breath', 'Rock Slide', 'Dragon Tail', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Secret Power', 'Rock Smash', 'Nature Power', 'Dark Pulse', 'Confide', 'Rock Smash']"
700,Sylveon,Fairy,525,95,65,65,110,130,60,6,No,No,,,True,True,True,True,,,,True,True,,"['Cute Charm', 'Pixilate']",UU,[],"['Disarming Voice', 'Tail Whip', 'Tackle', 'Fairy Wind', 'Fairy Wind', 'Disarming Voice', 'Helping Hand', 'Tackle', 'Tail Whip', 'Sand Attack', ""Baby'Doll Eyes"", 'Fairy Wind', 'Quick Attack', 'Swift', 'Draining Kiss', 'Skill Swap', 'Misty Terrain', 'Light Screen', 'Moonblast', 'Last Resort', 'Psych Up', 'Covet', 'Growl', ""Baby'Doll Eyes"", 'Bite', 'Refresh', 'Covet', 'Take Down', 'Charm', 'Baton Pass', ""Double'Edge"", 'Trump Card', 'Captivate', 'Charm', 'Covet', 'Curse', 'Detect', 'Endure', 'Fake Tears', 'Flail', 'Natural Gift', 'Stored Power', 'Synchronoise', 'Tickle', 'Wish', 'Yawn', 'Covet', 'Heal Bell', 'Helping Hand', 'Hyper Voice', 'Iron Tail', 'Last Resort', 'Magic Coat', 'Skill Swap', 'Snore', 'Work Up', 'Psyshock', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Return', 'Dig', 'Shadow Ball', 'Double Team', 'Reflect', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Retaliate', 'Giga Impact', 'Flash', 'Psych Up', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Dazzling Gleam', 'Confide', 'Cut']"
